pat1,pat2,pat3,pat4,pat5,pat6,pat7,pat8,pat9,pat10,pat11,pat12,pat13,pat14,pat15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,12.0077,19.7289,11.8501,119.287,643.244,175.692,69.2085,68.676,21.6702,124.763,64.2494,130.461,26.0181,43.2474,7.5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
653190,1.4409,2.0132,2.37,82.1069,21.2366,11.6326,26.9374,38.4178,1.0571,17.8233,0.6361,18.8107,3.9593,0.7723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
730013,43.2277,19.3263,7.1101,137.878,89.9759,221.42,32.3249,46.2373,3.1712,49.4597,41.3486,40.0485,94.457,25.0989,4.8368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6833,0,0,0.5925,3.0984,0,0,0.4144,0.34,0.5285,0.4456,1.2723,6.6748,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10060,17.7714,252.852,1196.27,86.7545,95.0056,70.5977,115.624,80.2353,136.364,32.9732,68.7023,163.228,40.724,2158.12,60.1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
215,2158.02,1737.35,1624.06,3162.66,1923.03,1460.89,370.079,1466.33,2492.07,695.11,2876.59,1844.05,2131.79,2134.96,1843.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
225,134.966,733.19,30.2177,13.1681,32.4137,11.2314,22.3788,227.787,11.6279,8.0205,17.8117,123.18,13.009,266.435,37.0818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
5825,719.02,748.087,1036.29,505.81,1489.35,697.954,782.428,608.905,823.467,967.361,709.288,924.15,889.14,706.246,1454.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
5826,717.579,333.781,1033.33,1350.89,459.939,584.837,799.42,442.994,1047.04,829.23,585.242,305.825,684.389,361.811,754.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6059,1375.6,1202.25,953.933,909.373,1047.3,826.715,1195.61,1531.95,1270.61,1119.3,1055.98,1436.89,905.543,1873.93,1569.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
23,1239.67,1664.88,1192.71,635.941,2224.81,2622.54,2283.05,1530.25,2621.56,1674.06,1534.99,976.942,2596.72,1117.87,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10061,978.866,1590.79,2497.41,1848.18,1088.65,1227.04,1886.86,1698.2,1723.04,1716.83,1162.85,1609.83,785.068,1927.99,2123.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
55324,8834.77,3333.38,2428.68,5329.98,1653.1,3792.22,1404.89,5161.92,4319.24,2021.61,8378.5,3834.34,4935.52,2683.66,3379.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9619,346.302,848.342,98.3558,74.361,137.479,123.145,1187.73,939.705,202.431,2472.99,1322.52,228.762,941.742,678.83,112.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9429,73.0067,241.981,620.352,28.66,126.861,154.833,138.831,1009.4,5.814,11.5852,104.326,263.956,74.6606,187.277,88.1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
64137,1.4409,5.6368,6.5176,8.5205,44.1497,40.9146,8.7029,2.0399,2.6427,6.2382,1.2723,32.767,4.5249,6.1782,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
64240,3.3622,0.8053,1.185,13.9427,2.2354,6.418,2.0721,1.3599,12.1564,0.8912,1.2723,2.4272,6.2217,3.4752,8.0613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
64241,0,2.0132,0,5.4222,3.912,1.2034,0,0,0,0.4456,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
55347,1609.51,1563.01,1266.18,1738.19,856.727,850.381,508.91,1173.95,1244.19,691.1,1746.82,3269.42,1153.28,1356.12,1484.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
83451,541.787,589.048,1286.92,1038.73,355.992,689.13,394.115,531.729,1324,504.846,667.939,1507.89,408.371,1076.55,692.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
26090,1923.15,926.452,948.6,1360.19,1830.81,1562.37,2974.31,1186.53,1020.08,1239.17,1596.06,3321.6,2031.67,1948.06,1586.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
145447,0,25.7683,2.37,0,0.5589,0,2.4865,0,0.5285,1.7823,0,0.6068,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84945,354.467,605.154,263.072,180.48,270.487,152.828,360.547,539.889,442.389,233.931,244.911,330.097,231.9,362.583,249.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
25864,507.685,755.991,1082.87,1441.52,466.087,762.423,505.582,989.193,433.023,487.914,1278.91,697.379,530.543,710.25,879.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84836,1082.13,1410.82,3434.75,1055,2559.56,924.589,987.153,834.991,1634.78,1550.18,2266.54,4732.4,645.928,2132.64,2960.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
116236,247.839,166.689,264.85,233.927,304.577,157.24,547.451,84.3151,316.068,226.356,110.687,324.029,192.873,213.92,248.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84696,3.3622,11.2737,22.5152,37.1805,38.5611,9.2258,3.3154,3.3998,12.685,17.3777,10.8142,10.3155,4.5249,1.5446,3.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
11057,2242.07,8646.49,4872.17,1724.24,2713.25,3292.82,5837.55,5170.42,6388.48,880.918,4720.1,3391.38,2217.76,4393.47,2544.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
171586,143.132,167.897,101.911,325.329,315.195,610.108,423.539,103.354,188.689,489.25,91.6031,343.447,324.661,74.9107,123.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
63874,1250.24,903.905,3552.07,3093.73,1655.33,1840.35,2910.07,2531.15,3410.15,687.089,1278.63,1066.75,3477.38,858.77,2972.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51099,439.001,921.621,443.194,344.694,1657.01,303.249,354.331,332.501,453.488,239.278,392.494,396.238,247.172,269.138,448.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
57406,238.232,1964.84,614.428,952.75,1092.56,763.337,339.411,415.456,866.279,139.468,660.942,965.413,731.335,648.711,1123.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79575,466.378,721.111,815.287,1215.34,1729.1,866.426,159.967,1070.6,587.209,288.292,778.626,941.748,937.783,887.344,1255.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10006,666.417,985.776,542.734,628.714,718.131,1691.94,787.94,783.291,567.711,929.954,742.627,857.403,335.407,664.512,684.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10152,1864.07,1579.92,632.203,924.09,899.2,1493.38,1545.79,1863.77,858.88,1898.63,921.12,583.738,992.647,738.295,640.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51225,240.634,101.865,78.8031,75.1356,95.0056,162.856,474.099,149.591,97.7801,497.716,198.473,197.209,298.077,110.435,142.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
25890,11.5274,51.5367,48.5854,44.1518,60.9154,3.6101,2525.9,11.5593,134.778,4.4558,360.687,5136.53,93.3258,63.3266,54.2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
25,2260.81,2136.36,3213.75,3574.75,2383.52,3123.95,5109.41,2874.53,3765.33,3732.65,1759.54,3277.31,2967.76,3598.8,3035.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
27,405.86,811.3,431.936,396.592,310.724,396.31,906.755,442.994,410.148,1002.56,287.532,257.888,335.407,423.979,292.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
3983,554.275,655.08,1607.47,197.521,623.125,324.91,246.995,7198.4,152.748,428.205,1542.62,258.495,411.765,4642.53,121.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84448,168.588,1043.22,1312.4,419.055,115.124,80.2246,19.8923,310.742,1341.97,859.976,78.2443,107.403,158.371,1975.48,1546.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
22885,22.0941,373.641,2650.87,607.281,1464.2,404.733,957.729,32.9781,1116.81,212.989,88.4224,408.374,72.3982,512.405,1509.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
28,42.2671,6.0395,85.9132,642.913,220.19,51.3438,2.901,6.1196,136.364,0,19.084,310.073,0,127.039,16.6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
26,3.8425,10.4684,45.6229,5.4222,8.3829,9.2258,1.2433,5.4397,3.1712,5.347,18.4478,1.2136,9.6154,15.0594,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29,3586.46,12304.8,2772.33,1472.5,198.953,3304.85,2932.03,9611.92,642.178,626.936,1477.1,2176.58,4314.48,5163.43,253.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
137735,0,0.4026,1.185,1.5492,0,0,0,0,0.5285,0,3.8168,0,0.5656,3.8614,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29777,683.477,605.556,526.144,398.916,926.025,831.929,719.022,766.655,931.818,811.852,1446.56,444.782,1022.62,547.543,342.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80325,384.726,458.999,403.496,494.19,753.898,578.019,672.607,454.554,347.252,525.342,374.682,564.32,529.412,455.256,324.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
25841,94.1402,28.9894,419.493,189.001,620.331,366.225,239.536,75.1356,286.469,33.4187,210.56,329.49,112.557,447.534,417.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
30,2097.02,1743.79,1585.54,1171.96,2018.59,1730.45,963.531,1120.57,1123.15,894.731,1174.94,2049.76,2348.42,1018.63,1324.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10449,75.4083,1422.9,71.6931,60.4183,3295.02,441.236,2235.39,765.635,132.664,602.874,335.878,2316.75,2280.54,411.623,360.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
31,2329.01,1393.5,2093.32,263.362,977.999,2931.01,909.242,1616.61,1273.78,1067.17,924.936,1657.77,1888.01,1124.05,174.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
32,2377.52,1782.04,2263.96,2865.22,1472.03,4442.44,1076.25,1978.35,1617.34,220.118,1294.53,2143.2,2622.74,2112.95,2870.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80724,617.195,819.755,900.015,713.4,1181.42,360.61,1012.02,717.018,615.75,424.195,540.076,1047.94,865.95,663.771,1083.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84129,374.159,865.619,1359.21,602.634,871.816,480.144,336.092,251.585,254.228,286.956,454.199,971.444,604.638,554.88,210.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
27034,401.537,529.459,666.568,412.858,823.755,557.962,438.044,274.704,455.603,431.77,446.565,567.354,708.145,572.256,631.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
28976,715.653,1306.53,1043.4,580.17,1094.8,849.98,832.565,1023.21,734.672,1290.84,941.476,1502.43,1528.85,1036.78,854.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
33,1188.76,12.0789,488.224,267.235,841.638,0,0,122.733,371.036,1.3367,1340.97,879.248,8.4842,746.018,19.8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
34,591.258,1211.92,1498.44,459.334,3260.37,2387.89,498.135,1848.47,891.649,790.465,1051.53,1305.22,1083.14,1517.52,1705.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
35,1064.84,1424.91,1789.36,1721.92,6040.12,2139.59,643.597,1275.27,1177.59,494.152,2703.56,2896.84,2910.63,1359.2,1389.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
36,430.355,1211.92,1097.91,649.109,1962.15,789.009,217.157,828.192,355.18,124.318,806.616,3329.49,826.357,1098.95,817.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
37,12233.8,9037.02,20032.6,19258.7,9413.92,8780.95,5564.03,17350.5,6559.2,3615.46,10403.9,15405.9,7634.03,15814.3,11975.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
176,35.0624,25.7683,4.1475,221.534,3.3531,151.625,4.9731,1166.81,389.006,32.082,257.634,3.6408,3457.01,18.1485,10.2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9744,30.7397,20.5341,18.9602,13.1681,42.4731,2.4067,164.94,6.1196,7.9281,233.486,13.9949,121.359,15.8371,11.198,2.6871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
23527,605.187,1959.6,476.374,346.243,585.123,886.081,1090.34,744.897,472.516,1289.96,599.873,942.961,364.253,482.672,538.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
116983,1420.27,805.301,1704.8,4210.69,712.542,648.636,1707.79,926.446,1932.88,1097.05,1115.89,966.28,731.929,1011.74,2416.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
38,1779.06,2112.2,2610.58,623.548,6517.95,3258.32,973.477,1076.72,1790.17,800.713,1838.42,7253.64,1687.78,3699.97,2120.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
39,4078.27,506.086,4244.53,102.82,4757,10013.7,188.148,1980.24,5569.73,487.887,1112.81,448.513,25308,783.23,165.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
64746,529.299,2155.68,739.446,415.182,604.683,860.81,1017.82,684.38,1104.65,740.114,378.499,483.616,625,580.365,1530.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79777,471.662,172.728,361.428,344.694,518.06,81.0269,128.056,185.969,176.004,167.539,321.247,739.684,110.294,195,97.2726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
91452,1813.64,2649.31,830.099,801.704,1641.92,3393.9,246.167,1727.44,828.224,543.166,752.544,1964.2,520.928,1069.22,1082.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84320,772.815,936.518,603.762,285.825,402.377,573.606,439.287,542.269,449.789,519.55,519.72,346.481,743.213,356.791,597.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
414149,14.4092,46.7051,19.5527,214.562,5.5886,442.84,32.7393,37.0578,81.3953,9.8028,105.598,7.8883,28.2805,17.7623,38.6941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
40,0,0.4026,41.4753,17.8156,0,0.4011,0,0,13.7421,1.3367,1.2723,2.4272,0,0,9.1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
41,11.0471,40.263,26.6627,189.775,4.4709,12.0337,999.586,42.4975,4.2283,147.488,5.7252,32.767,40.1584,32.0494,17.1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9311,10.5668,21.3394,57.473,438.42,15.0891,88.6482,307.087,107.094,131.607,11.5852,83.9695,43.0825,11.3122,44.792,204.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
55515,0.4803,4.8316,0.5925,2.3238,0,2.8079,26.1086,1.0199,3.1712,1.7823,0.6361,0,0.5656,0,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51802,0,0,0,0,0,0,0.4144,0,0,0,0,0,0,0,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84680,964.938,135.284,529.107,578.621,311.283,205.375,58.8479,158.091,160.677,221.9,214.377,500.607,98.9819,221.643,74.7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
390110,0,0,0,0,21.2366,0,0.8288,0,2.6427,0,0,0,0,0,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
65057,519.693,258.086,490.002,1096.82,297.871,249.9,551.596,468.153,820.296,646.541,583.333,495.146,632.353,545.612,577.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
1636,239.193,481.143,397.571,304.415,90.5348,430.806,490.261,713.279,87.2093,483.458,83.3333,155.34,282.24,194.227,166.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
59272,8.1652,37.8473,118250,1014.72,223.543,2.4067,0.4144,0.34,17518.5,12.0307,18800.3,36.4078,5.0905,160.247,54.2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
125981,0,0,7.1101,0.7746,0,0.8022,0,1.6999,0.5285,0,1.2723,1.2136,0,3.0891,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
340485,3.3622,26.5736,31.4028,22.4632,16.2068,18.4517,8.2884,23.4586,8.9852,20.0512,16.5394,17.5971,7.9186,37.4554,30.6328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
55331,70.6052,126.829,238.779,181.255,179.393,492.178,258.185,50.997,174.419,393.004,180.025,132.888,112.557,135.534,70.9391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
43,318.924,99.0471,34.9578,2652.21,17.8834,1.6045,28.5951,794.534,80.3383,4.0102,105.598,265.17,3.9593,268.366,33.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
22985,3414.03,1956.38,3948.45,6068.16,1809.02,1990.77,2624.95,4561.51,3322.41,3898.85,4059.8,1770.02,2178.17,1825.27,3093.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
47,2880.88,2620.72,5685.08,678.544,3870.64,2746.49,2291.75,2302.69,3127.91,2309.9,1381.68,2008.5,8658.37,1734.14,1618.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
130013,0.4803,0,2.37,0,0,3.209,0,0,0,0,1.9084,1.2136,59.9548,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
57001,301.633,280.633,693.823,446.94,269.369,355.796,223.788,357.319,594.08,324.83,284.351,604.976,167.421,518.969,904.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
48,1475.5,1179.71,1349.73,1029.43,3548.18,2412.35,1237.46,674.521,2336.68,2159.74,1017.18,4475.12,3596.15,2211.41,3556.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
50,1409.58,3645.06,3056.82,1694.91,7014.88,1437.8,2426.3,1698.11,3320.18,2998.18,2191.11,8787.19,2925.6,3242.84,4612.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
26027,3.2949,68.0445,314.028,119.032,84.9462,1.3478,29.9378,206.028,344.609,78.4226,70.6107,1181.53,259.05,518.289,6.8521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
